latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
39.655895,-76.431372,015,032,3864,6459,2023-10-10,1546,L8,H,D
39.655899,-76.431023,015,032,3865,6459,2023-10-10,1546,L8,H,D
39.655899,-76.431023,015,033,5245,1209,2023-10-10,1546,L8,H,D
39.655903,-76.430673,015,033,5246,1209,2023-10-10,1546,L8,L,D
39.655903,-76.430673,015,032,3866,6459,2023-10-10,1546,L8,L,D
39.656165,-76.431378,015,033,5244,1208,2023-10-10,1546,L8,L,D
39.656165,-76.431378,015,032,3864,6458,2023-10-10,1546,L8,L,D
39.656169,-76.431028,015,033,5245,1208,2023-10-10,1546,L8,H,D
39.656169,-76.431028,015,032,3865,6458,2023-10-10,1546,L8,H,D
39.656173,-76.430679,015,032,3866,6458,2023-10-10,1546,L8,M,D
39.656173,-76.430679,015,033,5246,1208,2023-10-10,1546,L8,M,D
39.660676,-76.061474,015,032,4922,6456,2023-10-10,1546,L8,H,D
39.672376,-77.345614,015,032,1251,6343,2023-10-10,1546,L8,M,D
39.672376,-77.345614,015,033,2631,1093,2023-10-10,1546,L8,M,D
39.673968,-77.347067,015,033,2627,1087,2023-10-10,1546,L8,H,D
39.673968,-77.347067,015,032,1247,6337,2023-10-10,1546,L8,H,D
39.675575,-77.347821,015,033,2625,1081,2023-10-10,1546,L8,M,D
39.675575,-77.347821,015,032,1245,6331,2023-10-10,1546,L8,M,D
39.675838,-77.348179,015,032,1244,6330,2023-10-10,1546,L8,M,D
39.675845,-77.34783,015,033,2625,1080,2023-10-10,1546,L8,M,D
39.675845,-77.34783,015,032,1245,6330,2023-10-10,1546,L8,M,D
39.676108,-77.348188,015,032,1244,6329,2023-10-10,1546,L8,H,D
39.676108,-77.348188,015,033,2624,1079,2023-10-10,1546,L8,H,D
39.676115,-77.347839,015,032,1245,6329,2023-10-10,1546,L8,M,D
39.676115,-77.347839,015,033,2625,1079,2023-10-10,1546,L8,M,D
39.676371,-77.348547,015,033,2623,1078,2023-10-10,1546,L8,L,D
39.676371,-77.348547,015,032,1243,6328,2023-10-10,1546,L8,L,D
39.676378,-77.348198,015,032,1244,6328,2023-10-10,1546,L8,H,D
39.676378,-77.348198,015,033,2624,1078,2023-10-10,1546,L8,H,D
39.676385,-77.347848,015,032,1245,6328,2023-10-10,1546,L8,H,D
39.676385,-77.347848,015,033,2625,1078,2023-10-10,1546,L8,H,D
39.676641,-77.348556,015,032,1243,6327,2023-10-10,1546,L8,L,D
39.676641,-77.348556,015,033,2623,1077,2023-10-10,1546,L8,L,D
39.676648,-77.348207,015,032,1244,6327,2023-10-10,1546,L8,H,D
39.676648,-77.348207,015,033,2624,1077,2023-10-10,1546,L8,H,D
39.676655,-77.347857,015,033,2625,1077,2023-10-10,1546,L8,L,D
39.676655,-77.347857,015,032,1245,6327,2023-10-10,1546,L8,L,D
39.676662,-77.347508,015,033,2626,1077,2023-10-10,1546,L8,L,D
39.676662,-77.347508,015,032,1246,6327,2023-10-10,1546,L8,L,D
39.676911,-77.348565,015,032,1243,6326,2023-10-10,1546,L8,L,D
39.676911,-77.348565,015,033,2623,1076,2023-10-10,1546,L8,L,D
39.676918,-77.348216,015,032,1244,6326,2023-10-10,1546,L8,M,D
39.676918,-77.348216,015,033,2624,1076,2023-10-10,1546,L8,M,D
39.676925,-77.347866,015,032,1245,6326,2023-10-10,1546,L8,H,D
39.676925,-77.347866,015,033,2625,1076,2023-10-10,1546,L8,M,D
39.676932,-77.347517,015,033,2626,1076,2023-10-10,1546,L8,M,D
39.676932,-77.347517,015,032,1246,6326,2023-10-10,1546,L8,M,D
39.677195,-77.347875,015,033,2625,1075,2023-10-10,1546,L8,H,D
39.677195,-77.347875,015,032,1245,6325,2023-10-10,1546,L8,H,D
39.677202,-77.347526,015,033,2626,1075,2023-10-10,1546,L8,H,D
39.677202,-77.347526,015,032,1246,6325,2023-10-10,1546,L8,H,D
39.696405,-76.056073,015,032,4939,6324,2023-10-10,1546,L8,H,D
39.696408,-76.055723,015,032,4940,6324,2023-10-10,1546,L8,H,D
39.696678,-76.055727,015,032,4940,6323,2023-10-10,1546,L8,H,D
39.713589,-77.676647,015,033,1689,914,2023-10-10,1546,L8,H,D
39.713589,-77.676647,015,032,309,6164,2023-10-10,1546,L8,H,D
39.713859,-77.676658,015,032,309,6163,2023-10-10,1546,L8,H,D
39.713859,-77.676658,015,033,1689,913,2023-10-10,1546,L8,H,D
39.721937,-77.258747,015,032,1504,6166,2023-10-10,1546,L8,H,D
39.721937,-77.258747,015,033,2884,916,2023-10-10,1546,L8,H,D
39.740783,-76.86761,015,032,2623,6122,2023-10-10,1546,L8,M,D
39.740783,-76.86761,015,033,4003,872,2023-10-10,1546,L8,M,D
39.745521,-76.176572,015,032,4597,6138,2023-10-10,1546,L8,H,D
39.777699,-77.254264,015,033,2902,710,2023-10-10,1546,L8,L,D
39.777699,-77.254264,015,032,1522,5960,2023-10-10,1546,L8,L,D
39.807795,-76.616752,015,032,3344,5888,2023-10-10,1546,L8,H,D
39.82793,-75.75905,015,032,5792,5846,2023-10-10,1546,L8,H,D
39.828198,-75.759404,015,032,5791,5845,2023-10-10,1546,L8,L,D
39.8282,-75.759053,015,032,5792,5845,2023-10-10,1546,L8,H,D
39.828203,-75.758703,015,032,5793,5845,2023-10-10,1546,L8,H,D
39.837625,-75.722342,015,032,5897,5811,2023-10-10,1546,L8,H,D
39.837631,-75.72129,015,032,5900,5811,2023-10-10,1546,L8,H,D
39.872919,-77.658283,015,033,1759,326,2023-10-10,1546,L8,M,D
39.872919,-77.658283,015,032,379,5576,2023-10-10,1546,L8,L,D
39.963492,-76.596179,015,032,3413,5313,2023-10-10,1546,L8,H,D
39.963762,-76.596185,015,032,3413,5312,2023-10-10,1546,L8,H,D
39.963767,-76.595834,015,032,3414,5312,2023-10-10,1546,L8,H,D
39.964037,-76.59584,015,032,3414,5311,2023-10-10,1546,L8,H,D
39.973638,-76.005173,015,032,5096,5300,2023-10-10,1546,L8,M,D
39.973908,-76.005177,015,032,5096,5299,2023-10-10,1546,L8,H,D
39.988689,-75.583725,015,032,6296,5255,2023-10-10,1546,L8,H,D
40.046195,-75.541661,015,032,6417,5043,2023-10-10,1546,L8,H,D
40.046466,-75.541664,015,032,6417,5042,2023-10-10,1546,L8,H,D
40.067018,-77.583864,015,032,612,4864,2023-10-10,1546,L8,H,D
40.067288,-77.583874,015,032,612,4863,2023-10-10,1546,L8,H,D
40.085469,-75.844245,015,032,5558,4891,2023-10-10,1546,L8,H,D
40.090524,-77.315929,015,032,1376,4798,2023-10-10,1546,L8,L,D
40.090531,-77.315577,015,032,1377,4798,2023-10-10,1546,L8,H,D
40.129594,-76.350419,015,032,4122,4710,2023-10-10,1546,L8,H,D
40.12991,-77.611241,015,032,541,4629,2023-10-10,1546,L8,H,D
40.137849,-76.574194,015,032,3487,4669,2023-10-10,1546,L8,H,D
40.137854,-76.573842,015,032,3488,4669,2023-10-10,1546,L8,H,D
40.137898,-77.506621,015,032,839,4608,2023-10-10,1546,L8,H,D
40.138119,-76.5742,015,032,3487,4668,2023-10-10,1546,L8,H,D
40.138124,-76.573848,015,032,3488,4668,2023-10-10,1546,L8,H,D
40.138168,-77.506631,015,032,839,4607,2023-10-10,1546,L8,H,D
40.138394,-76.573854,015,032,3488,4667,2023-10-10,1546,L8,L,D
40.138438,-77.50664,015,032,839,4606,2023-10-10,1546,L8,L,D
40.174408,-75.913348,015,032,5365,4560,2023-10-10,1546,L8,M,D
40.174411,-75.912996,015,032,5366,4560,2023-10-10,1546,L8,H,D
40.223928,-77.048993,015,032,2146,4323,2023-10-10,1546,L8,M,D
40.229905,-76.837962,015,032,2745,4314,2023-10-10,1546,L8,M,D
40.229984,-77.147198,015,032,1868,4294,2023-10-10,1546,L8,H,D
40.230175,-76.83797,015,032,2745,4313,2023-10-10,1546,L8,M,D
40.23094,-76.840811,015,032,2737,4310,2023-10-10,1546,L8,M,D
40.231205,-76.841171,015,032,2736,4309,2023-10-10,1546,L8,M,D
40.305749,-75.915115,015,032,5365,4074,2023-10-10,1546,L8,H,D
40.31392,-76.005258,015,032,5110,4041,2023-10-10,1546,L8,H,D
40.344064,-76.406257,015,032,3976,3914,2023-10-10,1546,L8,H,D
40.344076,-76.405198,015,032,3979,3914,2023-10-10,1546,L8,H,D
40.358194,-75.722568,015,032,5912,3885,2023-10-10,1546,L8,M,D
40.358462,-75.722925,015,032,5911,3884,2023-10-10,1546,L8,M,D
40.358464,-75.722571,015,032,5912,3884,2023-10-10,1546,L8,M,D
40.361819,-76.223258,015,032,4495,3856,2023-10-10,1546,L8,H,D
40.36649,-76.492936,015,032,3732,3827,2023-10-10,1546,L8,M,D
40.36676,-76.492942,015,032,3732,3826,2023-10-10,1546,L8,H,D
40.398142,-75.772487,015,032,5772,3736,2023-10-10,1546,L8,L,D
40.428233,-76.35107,015,032,4137,3605,2023-10-10,1546,L8,H,D
40.470445,-76.785411,015,032,2912,3427,2023-10-10,1546,L8,L,D
40.489524,-77.15616,015,032,1866,3333,2023-10-10,1546,L8,H,D
40.532538,-75.976993,015,032,5199,3233,2023-10-10,1546,L8,L,D
40.537661,-75.978484,015,032,5195,3214,2023-10-10,1546,L8,H,D
40.640158,-76.620703,015,032,3389,2808,2023-10-10,1546,L8,H,D
40.640428,-76.620709,015,032,3389,2807,2023-10-10,1546,L8,H,D
40.640433,-76.620355,015,032,3390,2807,2023-10-10,1546,L8,L,D
40.646908,-76.984534,015,032,2364,2762,2023-10-10,1546,L8,H,D
40.646914,-76.984179,015,032,2365,2762,2023-10-10,1546,L8,H,D
40.647178,-76.984542,015,032,2364,2761,2023-10-10,1546,L8,L,D
40.647184,-76.984187,015,032,2365,2761,2023-10-10,1546,L8,H,D
40.670052,-76.37901,015,032,4072,2709,2023-10-10,1546,L8,H,D
40.670057,-76.378655,015,032,4073,2709,2023-10-10,1546,L8,M,D
40.670318,-76.379371,015,032,4071,2708,2023-10-10,1546,L8,M,D
40.670323,-76.379016,015,032,4072,2708,2023-10-10,1546,L8,H,D
40.670327,-76.378661,015,032,4073,2708,2023-10-10,1546,L8,H,D
40.679549,-76.924093,015,032,2537,2645,2023-10-10,1546,L8,H,D
40.68064,-75.977022,015,032,5205,2685,2023-10-10,1546,L8,L,D
40.74846,-75.457412,015,032,6670,2446,2023-10-10,1546,L8,M,D
40.748731,-75.457414,015,032,6670,2445,2023-10-10,1546,L8,M,D
40.752517,-77.124127,015,032,1980,2362,2023-10-10,1546,L8,H,D
40.752523,-77.123772,015,032,1981,2362,2023-10-10,1546,L8,H,D
40.752787,-77.124136,015,032,1980,2361,2023-10-10,1546,L8,H,D
40.752793,-77.12378,015,032,1981,2361,2023-10-10,1546,L8,H,D
40.7528,-77.123425,015,032,1982,2361,2023-10-10,1546,L8,H,D
40.753057,-77.124144,015,032,1980,2360,2023-10-10,1546,L8,H,D
40.753063,-77.123789,015,032,1981,2360,2023-10-10,1546,L8,H,D
40.790107,-75.799768,015,032,5708,2285,2023-10-10,1546,L8,L,D
40.790374,-75.800127,015,032,5707,2284,2023-10-10,1546,L8,H,D
40.790377,-75.799772,015,032,5708,2284,2023-10-10,1546,L8,L,D
40.874297,-75.32868,015,032,7034,1982,2023-10-10,1546,L8,M,D
40.874566,-75.329038,015,032,7033,1981,2023-10-10,1546,L8,H,D
40.874567,-75.328682,015,032,7034,1981,2023-10-10,1546,L8,H,D
40.88562,-76.244247,015,032,4463,1917,2023-10-10,1546,L8,H,D
40.88589,-76.244252,015,032,4463,1916,2023-10-10,1546,L8,H,D
40.949826,-76.937623,015,032,2521,1644,2023-10-10,1546,L8,H,D
40.949832,-76.937267,015,032,2522,1644,2023-10-10,1546,L8,M,D
40.950096,-76.937631,015,032,2521,1643,2023-10-10,1546,L8,H,D
40.950102,-76.937274,015,032,2522,1643,2023-10-10,1546,L8,H,D
40.956551,-75.458489,015,032,6671,1676,2023-10-10,1546,L8,H,D
41.005483,-76.856138,015,032,2754,1443,2023-10-10,1546,L8,H,D
41.083668,-76.799409,015,032,2919,1157,2023-10-10,1546,L8,H,D
41.083673,-76.799052,015,032,2920,1157,2023-10-10,1546,L8,H,D
41.139755,-76.824176,015,032,2854,948,2023-10-10,1546,L8,H,D
41.13976,-76.823819,015,032,2855,948,2023-10-10,1546,L8,H,D
41.140025,-76.824183,015,032,2854,947,2023-10-10,1546,L8,H,D
33.89563,-78.470209,015,036,2835,6505,2023-10-10,1547,L8,M,D
33.899698,-78.950818,015,036,1353,6523,2023-10-10,1547,L8,L,D
33.932017,-78.425004,015,036,2971,6367,2023-10-10,1547,L8,H,D
33.932288,-78.424996,015,036,2971,6366,2023-10-10,1547,L8,H,D
33.999398,-78.300549,015,036,3348,6108,2023-10-10,1547,L8,H,D
33.999405,-78.300874,015,036,3347,6108,2023-10-10,1547,L8,H,D
34.130462,-77.874603,015,036,4645,5586,2023-10-10,1547,L8,L,D
34.157149,-79.012623,015,036,1144,5575,2023-10-10,1547,L8,H,D
34.184603,-78.143013,015,036,3814,5410,2023-10-10,1547,L8,H,D
34.184611,-78.143338,015,036,3813,5410,2023-10-10,1547,L8,H,D
34.194759,-78.103291,015,036,3935,5369,2023-10-10,1547,L8,M,D
34.195029,-78.103281,015,036,3935,5368,2023-10-10,1547,L8,H,D
34.218315,-78.981556,015,036,1235,5347,2023-10-10,1547,L8,H,D
34.218433,-78.988717,015,036,1213,5347,2023-10-10,1547,L8,H,D
34.218586,-78.981549,015,036,1235,5346,2023-10-10,1547,L8,H,D
34.218704,-78.98871,015,036,1213,5346,2023-10-10,1547,L8,L,D
34.254669,-78.019167,015,036,4187,5140,2023-10-10,1547,L8,H,D
34.254677,-78.019492,015,036,4186,5140,2023-10-10,1547,L8,H,D
34.254939,-78.019157,015,036,4187,5139,2023-10-10,1547,L8,H,D
34.254947,-78.019483,015,036,4186,5139,2023-10-10,1547,L8,H,D
34.256313,-78.098901,015,036,3942,5141,2023-10-10,1547,L8,H,D
34.256321,-78.099226,015,036,3941,5141,2023-10-10,1547,L8,M,D
34.256583,-78.098892,015,036,3942,5140,2023-10-10,1547,L8,M,D
34.337923,-78.904022,015,036,1464,4900,2023-10-10,1547,L8,H,D
34.338193,-78.904015,015,036,1464,4899,2023-10-10,1547,L8,H,D
34.376884,-78.737657,015,036,1971,4745,2023-10-10,1547,L8,H,D
34.384672,-77.79212,015,036,4869,4638,2023-10-10,1547,L8,H,D
34.384681,-77.792446,015,036,4868,4638,2023-10-10,1547,L8,H,D
34.384942,-77.792109,015,036,4869,4637,2023-10-10,1547,L8,M,D
34.384951,-77.792435,015,036,4868,4637,2023-10-10,1547,L8,H,D
34.385212,-77.792099,015,036,4869,4636,2023-10-10,1547,L8,H,D
34.385221,-77.792425,015,036,4868,4636,2023-10-10,1547,L8,H,D
34.385397,-77.788831,015,036,4879,4635,2023-10-10,1547,L8,H,D
34.385405,-77.789156,015,036,4878,4635,2023-10-10,1547,L8,H,D
34.385667,-77.78882,015,036,4879,4634,2023-10-10,1547,L8,H,D
34.385676,-77.789146,015,036,4878,4634,2023-10-10,1547,L8,H,D
34.386799,-77.790734,015,036,4873,4630,2023-10-10,1547,L8,H,D
34.38706,-77.790398,015,036,4874,4629,2023-10-10,1547,L8,H,D
34.387069,-77.790724,015,036,4873,4629,2023-10-10,1547,L8,H,D
34.47184,-78.386321,015,036,3039,4368,2023-10-10,1547,L8,H,D
34.471847,-78.386648,015,036,3038,4368,2023-10-10,1547,L8,H,D
34.47211,-78.386313,015,036,3039,4367,2023-10-10,1547,L8,H,D
34.472117,-78.386639,015,036,3038,4367,2023-10-10,1547,L8,H,D
34.48387,-78.047932,015,036,4074,4295,2023-10-10,1547,L8,H,D
34.495776,-78.116102,015,036,3864,4257,2023-10-10,1547,L8,L,D
34.517122,-77.800766,015,036,4827,4149,2023-10-10,1547,L8,M,D
34.517331,-77.474761,015,036,5825,4115,2023-10-10,1547,L8,L,D
34.517392,-77.800756,015,036,4827,4148,2023-10-10,1547,L8,H,D
34.518129,-77.409402,015,036,6025,4105,2023-10-10,1547,L8,M,D
34.518138,-77.409728,015,036,6024,4105,2023-10-10,1547,L8,H,D
34.518408,-77.409716,015,036,6024,4104,2023-10-10,1547,L8,H,D
34.569865,-77.403581,015,036,6036,3913,2023-10-10,1547,L8,L,D
34.593613,-79.00588,015,036,1133,3961,2023-10-10,1547,L8,H,D
34.593618,-79.006207,015,036,1132,3961,2023-10-10,1547,L8,H,D
34.593883,-79.005874,015,036,1133,3960,2023-10-10,1547,L8,L,D
34.618261,-78.014394,015,036,4162,3795,2023-10-10,1547,L8,H,D
34.618269,-78.01472,015,036,4161,3795,2023-10-10,1547,L8,H,D
34.618523,-78.014057,015,036,4163,3794,2023-10-10,1547,L8,H,D
34.618539,-78.014711,015,036,4161,3794,2023-10-10,1547,L8,H,D
34.618547,-78.015037,015,036,4160,3794,2023-10-10,1547,L8,H,D
34.618817,-78.015028,015,036,4160,3793,2023-10-10,1547,L8,H,D
34.619317,-78.013374,015,036,4165,3791,2023-10-10,1547,L8,H,D
34.619874,-78.014009,015,036,4163,3789,2023-10-10,1547,L8,H,D
34.628083,-79.168667,015,036,633,3843,2023-10-10,1547,L8,L,D
34.628353,-79.168661,015,036,633,3842,2023-10-10,1547,L8,H,D
34.685076,-77.622143,015,036,5353,3510,2023-10-10,1547,L8,L,D
34.740987,-77.138768,015,036,6822,3250,2023-10-10,1547,L8,H,D
34.741257,-77.138755,015,036,6822,3249,2023-10-10,1547,L8,H,D
34.741527,-77.138743,015,036,6822,3248,2023-10-10,1547,L8,H,D
34.752269,-78.238588,015,036,3463,3319,2023-10-10,1547,L8,H,D
34.752276,-78.238916,015,036,3462,3319,2023-10-10,1547,L8,H,D
34.752539,-78.238579,015,036,3463,3318,2023-10-10,1547,L8,H,D
34.752546,-78.238907,015,036,3462,3318,2023-10-10,1547,L8,H,D
34.752802,-78.238243,015,036,3464,3317,2023-10-10,1547,L8,L,D
34.752817,-78.238898,015,036,3462,3317,2023-10-10,1547,L8,H,D
34.753087,-78.238889,015,036,3462,3316,2023-10-10,1547,L8,H,D
34.778298,-78.265579,015,036,3378,3225,2023-10-10,1547,L8,H,D
34.778546,-78.264588,015,036,3381,3224,2023-10-10,1547,L8,H,D
34.778817,-78.264579,015,036,3381,3223,2023-10-10,1547,L8,H,D
34.779364,-78.264889,015,036,3380,3221,2023-10-10,1547,L8,H,D
34.779912,-78.265198,015,036,3379,3219,2023-10-10,1547,L8,H,D
34.804112,-77.733653,015,036,4998,3081,2023-10-10,1547,L8,H,D
34.804129,-77.734308,015,036,4996,3081,2023-10-10,1547,L8,H,D
34.80467,-77.734286,015,036,4996,3079,2023-10-10,1547,L8,H,D
34.804948,-77.734603,015,036,4995,3078,2023-10-10,1547,L8,H,D
34.80521,-77.734265,015,036,4996,3077,2023-10-10,1547,L8,H,D
34.805219,-77.734593,015,036,4995,3077,2023-10-10,1547,L8,H,D
34.815529,-77.859095,015,036,4614,3051,2023-10-10,1547,L8,H,D
34.815799,-77.859085,015,036,4614,3050,2023-10-10,1547,L8,H,D
34.815861,-78.169905,015,036,3666,3078,2023-10-10,1547,L8,L,D
34.815869,-78.170232,015,036,3665,3078,2023-10-10,1547,L8,H,D
34.815876,-78.17056,015,036,3664,3078,2023-10-10,1547,L8,H,D
34.816069,-77.859075,015,036,4614,3049,2023-10-10,1547,L8,H,D
34.816124,-78.169568,015,036,3667,3077,2023-10-10,1547,L8,H,D
34.816131,-78.169896,015,036,3666,3077,2023-10-10,1547,L8,H,D
34.816139,-78.170223,015,036,3665,3077,2023-10-10,1547,L8,H,D
34.816147,-78.170551,015,036,3664,3077,2023-10-10,1547,L8,H,D
34.816379,-78.168903,015,036,3669,3076,2023-10-10,1547,L8,H,D
34.816386,-78.169231,015,036,3668,3076,2023-10-10,1547,L8,H,D
34.816394,-78.169559,015,036,3667,3076,2023-10-10,1547,L8,H,D
34.816402,-78.169886,015,036,3666,3076,2023-10-10,1547,L8,H,D
34.816409,-78.170214,015,036,3665,3076,2023-10-10,1547,L8,H,D
34.816417,-78.170542,015,036,3664,3076,2023-10-10,1547,L8,H,D
34.816424,-78.170869,015,036,3663,3076,2023-10-10,1547,L8,H,D
34.816656,-78.169222,015,036,3668,3075,2023-10-10,1547,L8,H,D
34.816664,-78.169549,015,036,3667,3075,2023-10-10,1547,L8,H,D
34.816672,-78.169877,015,036,3666,3075,2023-10-10,1547,L8,H,D
34.816679,-78.170205,015,036,3665,3075,2023-10-10,1547,L8,H,D
34.816687,-78.170532,015,036,3664,3075,2023-10-10,1547,L8,H,D
34.816695,-78.17086,015,036,3663,3075,2023-10-10,1547,L8,H,D
34.816702,-78.171188,015,036,3662,3075,2023-10-10,1547,L8,L,D
34.816934,-78.16954,015,036,3667,3074,2023-10-10,1547,L8,H,D
34.816942,-78.169868,015,036,3666,3074,2023-10-10,1547,L8,H,D
34.81695,-78.170195,015,036,3665,3074,2023-10-10,1547,L8,H,D
34.816957,-78.170523,015,036,3664,3074,2023-10-10,1547,L8,H,D
34.816965,-78.170851,015,036,3663,3074,2023-10-10,1547,L8,H,D
34.816972,-78.171178,015,036,3662,3074,2023-10-10,1547,L8,H,D
34.817204,-78.169531,015,036,3667,3073,2023-10-10,1547,L8,H,D
34.81722,-78.170186,015,036,3665,3073,2023-10-10,1547,L8,H,D
